Judul,Nama Penulis,Pembimbing I,Pembimbing II,Abstrak,Prodi,Label,abstrak_tokens
IMPLEMENTASI MVC (Model View Controller) PADA APLIKASI LAYANAN ADMINISTRASI DESA DENGAN MEMANFAATKAN API DISDUKCAPIL,Chandra Jaka Sukmawan,"Achmad Jauhari, S.Kom., M.T.","Yoga Dwitya Pramudita, S.Kom., M.Cs.",perintah desa lurah perintah tugas kelola wajib layan administrasi duduk tingkat desa proses adminnistrasi duduk desa larang pamekasan madura jalan manual proses aju daftar duduk aju surat terang dll bilang sulit duduk rumah tugas desa proses hari aju sedia berkas efektif sistem penyimpa berkas bilang tradisional simpan berkas ordner penyimpa berkas digital sali berkas asli kelola manual struktur efisien masalah implementasi metode model view controller mvc proses bangun aplikasi bas web api disdukcapil mudah tugas desa data duduk proses administrasi masuk nik harap teliti aplikasi pelaya administrasi desa bas web mudah tugas desa pemprosesan administras diajuakan duduk desa efektif efisien struktur kunci administrasi desa surat metode mvc framework laravel, Jurusan Teknik Informatika,RPL,"['perintah', 'desa', 'lurah', 'perintah', 'tugas', 'kelola', 'wajib', 'layan', 'administrasi', 'duduk', 'tingkat', 'desa', 'proses', 'adminnistrasi', 'duduk', 'desa', 'larang', 'pamekasan', 'madura', 'jalan', 'manual', 'proses', 'aju', 'daftar', 'duduk', 'aju', 'surat', 'terang', 'dll', 'bilang', 'sulit', 'duduk', 'rumah', 'tugas', 'desa', 'proses', 'hari', 'aju', 'sedia', 'berkas', 'efektif', 'sistem', 'penyimpa', 'berkas', 'bilang', 'tradisional', 'simpan', 'berkas', 'ordner', 'penyimpa', 'berkas', 'digital', 'sali', 'berkas', 'asli', 'kelola', 'manual', 'struktur', 'efisien', 'masalah', 'implementasi', 'metode', 'model', 'view', 'controller', 'mvc', 'proses', 'bangun', 'aplikasi', 'bas', 'web', 'api', 'disdukcapil', 'mudah', 'tugas', 'desa', 'data', 'duduk', 'proses', 'administrasi', 'masuk', 'nik', 'harap', 'teliti', 'aplikasi', 'pelaya', 'administrasi', 'desa', 'bas', 'web', 'mudah', 'tugas', 'desa', 'pemprosesan', 'administras', 'diajuakan', 'duduk', 'desa', 'efektif', 'efisien', 'struktur', 'kunci', 'administrasi', 'desa', 'surat', 'metode', 'mvc', 'framework', 'laravel']"
PENERAPAN METODE MAGIQ (MULTI-ATTRIBUTE GLOBAL INFERENCE OF QUALITY) UNTUK MENENTUKAN POSISI PEMAIN BASKET,Taufiqur Rahman," Sigit Susanto Putro, S.Kom., M.Kom","Mulaâab, S.Si., M.Kom",tentu posisi main tim basket salah kunci strategi permai latih tentu posisi main statistik main periode terkadang tentu main sepenuh obyektif kembang sistem tunjang putus tentu main posisi basket metode magiq multi attributte global inference of quality hasil uji sistem dukung putus magiq multi attributte global inference of quality implementasi sistem pilih posisi main milik akurasi dapat hasil banding hasil hitung sistem data rekomendasi latih kunci bola basket posisi main magiq, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['tentu', 'posisi', 'main', 'tim', 'basket', 'salah', 'kunci', 'strategi', 'permai', 'latih', 'tentu', 'posisi', 'main', 'statistik', 'main', 'periode', 'terkadang', 'tentu', 'main', 'sepenuh', 'obyektif', 'kembang', 'sistem', 'tunjang', 'putus', 'tentu', 'main', 'posisi', 'basket', 'metode', 'magiq', 'multi', 'attributte', 'global', 'inference', 'of', 'quality', 'hasil', 'uji', 'sistem', 'dukung', 'putus', 'magiq', 'multi', 'attributte', 'global', 'inference', 'of', 'quality', 'implementasi', 'sistem', 'pilih', 'posisi', 'main', 'milik', 'akurasi', 'dapat', 'hasil', 'banding', 'hasil', 'hitung', 'sistem', 'data', 'rekomendasi', 'latih', 'kunci', 'bola', 'basket', 'posisi', 'main', 'magiq']"
DETEKSI LETAK PLAT NOMOR DAN SEGMENTASI KARAKTER PLAT NOMOR  KENDARAAN MENGGUNAKAN METODE HARRIS CORNER,Achmad Munsharif,"Fitri Damayanti, S.Kom., M.Kom","Eza Rahmanita, S.T., M.T.",kendara motor alat transportasi gari kendara motor roda tingkat sadar masyarakat efisien sistem lintas dampak empuh jala dampak parah lumpuh lalulintas kota kota masalah teliti deteksi letak plat nomor metode harris corner segmentasi karakter plat nomor otsu threshold salah upaya terap sistem lintas cerdas data uji citra kendraan motor hasil deteksi letak plat nomor harris corner segmentasi karakter plat nomor metode otsu threshold hasil akurasi milik akurasi opsi hindar lumpuh lintas pintu masuk tol kunci deteksi letak plat nomor harris corner segmentasi karakter otsu threshold, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['kendara', 'motor', 'alat', 'transportasi', 'gari', 'kendara', 'motor', 'roda', 'tingkat', 'sadar', 'masyarakat', 'efisien', 'sistem', 'lintas', 'dampak', 'empuh', 'jala', 'dampak', 'parah', 'lumpuh', 'lalulintas', 'kota', 'kota', 'masalah', 'teliti', 'deteksi', 'letak', 'plat', 'nomor', 'metode', 'harris', 'corner', 'segmentasi', 'karakter', 'plat', 'nomor', 'otsu', 'threshold', 'salah', 'upaya', 'terap', 'sistem', 'lintas', 'cerdas', 'data', 'uji', 'citra', 'kendraan', 'motor', 'hasil', 'deteksi', 'letak', 'plat', 'nomor', 'harris', 'corner', 'segmentasi', 'karakter', 'plat', 'nomor', 'metode', 'otsu', 'threshold', 'hasil', 'akurasi', 'milik', 'akurasi', 'opsi', 'hindar', 'lumpuh', 'lintas', 'pintu', 'masuk', 'tol', 'kunci', 'deteksi', 'letak', 'plat', 'nomor', 'harris', 'corner', 'segmentasi', 'karakter', 'otsu', 'threshold']"
PENERAPAN METODE SITUATED LEARNING DALAM PEMBUATAN APLIKASI VIRTUAL REALITY (Studi Kasus : Candi Penataran, Blitar),ROUDHOTUL JANNAH,"Wahyudi Agustiono, S.Kom., M.Sc., Ph.D",ari kusumaningsih s t m t,"Candi Panataran dikenal sebagai salah satu candi Hindu tertua di Indonesia memiliki sejarah panjang yang dapat dijadikan sebagai media pembelajaran. Minimnya informasi yang bisa didapat di area wisata Candi Panataran membuat pengunjung hanya memanfaatkan waktunya untuk berswafoto tanpa mengerti apa yang ada disana. Oleh karena itu dibutuhkan suatu aplikasi yang dapat memperkenalkan Candi Panataran dari sejarah, fungsi, letak, dan cerita. Pengintegrasian visual candi ke dalam dunia virtual dengan metode Situated Learning menghasilkan suatu aplikasi Virtual Reality yang dapat mensimulasikan keadaan Candi Panataran berbasis Android. Pengguna dapat merasakan sensasi nyata menjelajah Candi Panataran. Metode Situated Learning digunakan sebagai desain informasi apa saja yang ditampilkan dalam penjelajahan candi. Situated Learning dipilih karena efektivitas dalam membangun aplikasi Virtual Reality dengan prosentase 80,7% yang berarti sangat baik. Aplikasi Virtual Reality Candi Panataran juga efektif untuk pembelajaran sejarah Candi Panataran di buktikan dengan prosentase hasil pengujian User Experince sebesar 79,8% yang berarti baik dan pengujian Heuristic secara umum dengan nilai prosentase sebesar 80% berarti sangat baik, serta pada uji Heuristic secara khusus oleh Dinas Pariwisata Budaya Pemuda, dan Olahraga dengan prosentase 72% yang berarti baik dan aplikasi dapat dijadikan sebagai media promosi Candi Panataran.Kata kunci : Virtual Reality, Situated Learning, Candi Panataran",RPL,"['ari', 'kusumaningsih', 's', 't', 'm', 't']"
RANCANG BANGUN APLIKASI TATA KELOLA DATA PENELITIAN MENGGUNAKAN MODEL UNIFIED PROCESS,Nailur Rahim,"Mula'ab, S.Si., M.Kom.","Ach. Khozaimi, S.Kom., M.Kom.",kelola data teliti lppm manual proses ambil form biodata teliti setor berkas teliti manual butuh aplikasi atas masalah aplikasi kembang model unified process framework codeigniter unified process salah software development process kembang ivar jacobson grady booch james rumbaugh hasil bangun aplikasi proses kelola data teliti kelola mudah efektif, Jurusan Teknik Informatika,RPL,"['kelola', 'data', 'teliti', 'lppm', 'manual', 'proses', 'ambil', 'form', 'biodata', 'teliti', 'setor', 'berkas', 'teliti', 'manual', 'butuh', 'aplikasi', 'atas', 'masalah', 'aplikasi', 'kembang', 'model', 'unified', 'process', 'framework', 'codeigniter', 'unified', 'process', 'salah', 'software', 'development', 'process', 'kembang', 'ivar', 'jacobson', 'grady', 'booch', 'james', 'rumbaugh', 'hasil', 'bangun', 'aplikasi', 'proses', 'kelola', 'data', 'teliti', 'kelola', 'mudah', 'efektif']"
SISTEM PENDUKUNG KEPUTUSAN UNTUK PEMILIHAN OBJEK WISATA DI MADURA MENGGUNAKAN METODE FUZZY,IFAN PRATAMA PUTRA,"Aeri Rachmad, S.T., M.T","Eka Mala Sari Rochman, S.Kom.,M.Kom",madura salah pulau letak provinsi jawa timur milik kabupaten bangkal sampang pamekasan sumenep kabupaten daerah madura milik potensi wisata kunjung masalah hadap sistem wadah potensi wisata madura wisatawan sulit informasi wisata resmi objek wisata ruang lingkup madura sistem dukung putus pilih objek wisata madura salah mudah calon wisatawan pilih objek wisata madura sesuai kriteria banyak unjung kait tuju teliti terap metode logika fuzzy model dukung putus pilih daftar objek wisata madura fuzzy metode bentuk model dukung putus mana alat utama hirarki fungsional input utama kriteria telang tentu tinya hasil harap bantu mudah calon wisatawan ambil putus pilih objek wisata madura dasar hasil teliti hasil tingkat akurasi, Jurusan Teknik Informatika,kecerdasan Komputasional,"['madura', 'salah', 'pulau', 'letak', 'provinsi', 'jawa', 'timur', 'milik', 'kabupaten', 'bangkal', 'sampang', 'pamekasan', 'sumenep', 'kabupaten', 'daerah', 'madura', 'milik', 'potensi', 'wisata', 'kunjung', 'masalah', 'hadap', 'sistem', 'wadah', 'potensi', 'wisata', 'madura', 'wisatawan', 'sulit', 'informasi', 'wisata', 'resmi', 'objek', 'wisata', 'ruang', 'lingkup', 'madura', 'sistem', 'dukung', 'putus', 'pilih', 'objek', 'wisata', 'madura', 'salah', 'mudah', 'calon', 'wisatawan', 'pilih', 'objek', 'wisata', 'madura', 'sesuai', 'kriteria', 'banyak', 'unjung', 'kait', 'tuju', 'teliti', 'terap', 'metode', 'logika', 'fuzzy', 'model', 'dukung', 'putus', 'pilih', 'daftar', 'objek', 'wisata', 'madura', 'fuzzy', 'metode', 'bentuk', 'model', 'dukung', 'putus', 'mana', 'alat', 'utama', 'hirarki', 'fungsional', 'input', 'utama', 'kriteria', 'telang', 'tentu', 'tinya', 'hasil', 'harap', 'bantu', 'mudah', 'calon', 'wisatawan', 'ambil', 'putus', 'pilih', 'objek', 'wisata', 'madura', 'dasar', 'hasil', 'teliti', 'hasil', 'tingkat', 'akurasi']"
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN PEMAIN BOLA VOLI MENGGUNAKAN METODE SMART,Abdul Ainur Rofik,"Sigit Susanto Putro, S.Kom., M.Kom","Achmad Jauhari, S.T., M.Kom",tingkat bina permai bola voli tingkat daerah hasil skor tinggi usaha capai prestasi olahraga permai bola voli pilih main manual makan kemungki salah nilai dampak buruk tim tim bola voli latih pilih main bola voli baik tim tugas latih bola voli klub mutiara kabupaten sampang sulit pilih main bola voli junior dasar masalah tes sistem dukung putus latih mudah main bakat olahraga bola voli sistem dukung putus metode smart hasil kait pilih main bola voli dasar teliti sistem mudah latih tes calon main voli hasil uji system pilih main sesuai standar laku guna metode smart milik akurasi sama capai pilih main bola voli manual keyword pilih main bola voli junior simple multi attribute rating technique smart sistem dukung putus, Jurusan Teknik Informatika,kecerdasan Komputasional,"['tingkat', 'bina', 'permai', 'bola', 'voli', 'tingkat', 'daerah', 'hasil', 'skor', 'tinggi', 'usaha', 'capai', 'prestasi', 'olahraga', 'permai', 'bola', 'voli', 'pilih', 'main', 'manual', 'makan', 'kemungki', 'salah', 'nilai', 'dampak', 'buruk', 'tim', 'tim', 'bola', 'voli', 'latih', 'pilih', 'main', 'bola', 'voli', 'baik', 'tim', 'tugas', 'latih', 'bola', 'voli', 'klub', 'mutiara', 'kabupaten', 'sampang', 'sulit', 'pilih', 'main', 'bola', 'voli', 'junior', 'dasar', 'masalah', 'tes', 'sistem', 'dukung', 'putus', 'latih', 'mudah', 'main', 'bakat', 'olahraga', 'bola', 'voli', 'sistem', 'dukung', 'putus', 'metode', 'smart', 'hasil', 'kait', 'pilih', 'main', 'bola', 'voli', 'dasar', 'teliti', 'sistem', 'mudah', 'latih', 'tes', 'calon', 'main', 'voli', 'hasil', 'uji', 'system', 'pilih', 'main', 'sesuai', 'standar', 'laku', 'guna', 'metode', 'smart', 'milik', 'akurasi', 'sama', 'capai', 'pilih', 'main', 'bola', 'voli', 'manual', 'keyword', 'pilih', 'main', 'bola', 'voli', 'junior', 'simple', 'multi', 'attribute', 'rating', 'technique', 'smart', 'sistem', 'dukung', 'putus']"
IMPLEMENTASI TEKNOLOGI AUGMENTED REALITY PADA MUSEUM PENATARAN BLITAR SEBAGAI MEDIA EDUKASI DAN TOUR GUIDE,RIO ABRIANTO,"Wahyudi Agustiono, S.Kom, M.Sc., Ph.D.","Ari Kusumaningsih, S.T., M.T.",museum natar nama museum blitar museum blitar museum arti balai penyelamatbenda benda purbakala kabupaten blitar kembang teknologi informasi dunia tingkat tumbuh pesat akibat masyarakat kurang unjung museum masalah butuh gagas baru kesan ajar sejarah museum salah teknologi tingkat teknologi augmented reality teknologi augmented realityadalah metode lacak ar marker buat aplikasi augmented reality museum natar blitar efisien bantu edukasi tour guide hasil uji indikator indikator match between system and the real world visibility of system status hasil uji uji heuristic nilai prosentase uji user experiencememiliki nilai prosentase kategori, Jurusan Teknik Informatika,RPL,"['museum', 'natar', 'nama', 'museum', 'blitar', 'museum', 'blitar', 'museum', 'arti', 'balai', 'penyelamatbenda', 'benda', 'purbakala', 'kabupaten', 'blitar', 'kembang', 'teknologi', 'informasi', 'dunia', 'tingkat', 'tumbuh', 'pesat', 'akibat', 'masyarakat', 'kurang', 'unjung', 'museum', 'masalah', 'butuh', 'gagas', 'baru', 'kesan', 'ajar', 'sejarah', 'museum', 'salah', 'teknologi', 'tingkat', 'teknologi', 'augmented', 'reality', 'teknologi', 'augmented', 'realityadalah', 'metode', 'lacak', 'ar', 'marker', 'buat', 'aplikasi', 'augmented', 'reality', 'museum', 'natar', 'blitar', 'efisien', 'bantu', 'edukasi', 'tour', 'guide', 'hasil', 'uji', 'indikator', 'indikator', 'match', 'between', 'system', 'and', 'the', 'real', 'world', 'visibility', 'of', 'system', 'status', 'hasil', 'uji', 'uji', 'heuristic', 'nilai', 'prosentase', 'uji', 'user', 'experiencememiliki', 'nilai', 'prosentase', 'kategori']"
PENERAPAN MVC(MODEL VIEW CONTROLLER) PADA PENGELOLAAN DATA PENGUJIAN KENDARAAN BERMOTOR,Abd. Hadi,"Mula'ab, S.Si., M.Kom.","Eza Rahmanita, S.T., M.T.",syarat kendaran motor operasi kota bangkal lulus uji kir proses uji kir mesin uji kir catat hasil uji kir manual milik lemah proses tentu laik tidak kendara butuh komputerisasi atas masalah buat aplikasi tentu layak operasional kendara motor dishub bangkal terap konsep mvc model view controller hasil teliti terap konsep mvc aplikasi kelola data uji kendara nilai dasar hasil hitung kuisioner jenis responden simpul presentase capai sistem sesuai sesuai, Jurusan Teknik Informatika,RPL,"['syarat', 'kendaran', 'motor', 'operasi', 'kota', 'bangkal', 'lulus', 'uji', 'kir', 'proses', 'uji', 'kir', 'mesin', 'uji', 'kir', 'catat', 'hasil', 'uji', 'kir', 'manual', 'milik', 'lemah', 'proses', 'tentu', 'laik', 'tidak', 'kendara', 'butuh', 'komputerisasi', 'atas', 'masalah', 'buat', 'aplikasi', 'tentu', 'layak', 'operasional', 'kendara', 'motor', 'dishub', 'bangkal', 'terap', 'konsep', 'mvc', 'model', 'view', 'controller', 'hasil', 'teliti', 'terap', 'konsep', 'mvc', 'aplikasi', 'kelola', 'data', 'uji', 'kendara', 'nilai', 'dasar', 'hasil', 'hitung', 'kuisioner', 'jenis', 'responden', 'simpul', 'presentase', 'capai', 'sistem', 'sesuai', 'sesuai']"
SISTEM PENDUKUNG KEPUTUSAN KELAYAKAN KREDIT DENGAN METODE FUZZY TSUKAMOTO PADA BANK UMKM JAWA TIMUR CABANG PAMEKASAN,Prianuari Afanita Devi,"Eza Rahmanita, S.T., M.T.","Devie Rosa Anamisa, S.Kom., M.Kom.",kredit mati masyarakat aju minta kredit masyarakat buka usaha kembang usaha maju bank bpr umkm gerak bidang kredit usaha rakyat mana sistem putus beri kredit hitung manual mana resiko kredit masalah sistem dukung putus layak kredit bank bpr umkm cepat proses bank penialaian layak kredit sistem kait tuju teliti terap metode logika fuzzy tsukamoto data uji data hasil tingkat akurasi, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['kredit', 'mati', 'masyarakat', 'aju', 'minta', 'kredit', 'masyarakat', 'buka', 'usaha', 'kembang', 'usaha', 'maju', 'bank', 'bpr', 'umkm', 'gerak', 'bidang', 'kredit', 'usaha', 'rakyat', 'mana', 'sistem', 'putus', 'beri', 'kredit', 'hitung', 'manual', 'mana', 'resiko', 'kredit', 'masalah', 'sistem', 'dukung', 'putus', 'layak', 'kredit', 'bank', 'bpr', 'umkm', 'cepat', 'proses', 'bank', 'penialaian', 'layak', 'kredit', 'sistem', 'kait', 'tuju', 'teliti', 'terap', 'metode', 'logika', 'fuzzy', 'tsukamoto', 'data', 'uji', 'data', 'hasil', 'tingkat', 'akurasi']"
IMPLEMENTASI SELEKSI FITUR F-SCORE DAN ALGORITMA C4.5 UNTUK DIAGNOSA PENYAKIT DIABETES MELLITUS,SITI MUNTAFIAH,"Mulaâab, S.Si., M.Kom.","Rosida Vivin Nahari, S.Kom., M.T.",dasar data organisasi sehat dunia who indonesia negara milik tingkat mati empat tinggi dunia sebab diabetes mellitus diabetes mellitusmerupakan sakit milik gejala wajib waspada banyak hamil konsentrasi glukosa banyak fitur timbul salah satu proses diagnosa seleksi fitur relevan kurang proses diagnosa seleksi fitur f score kurang gejala relevan mendiagnosa efektif akurasi seleksi fitur klasifikasi sakit pasien positif diabetes mellitus negatif diabetes mellitus algoritma c algoritma machine learning klasifikasi sakit temu pola data tuju teliti ukur nilai akurasi hasil klasifikasi diabetes algoritma c seleksi fitur seleksi fitur akurasi metode seleksi fitur f score algoritma c data training hasil nilai akurasi precision recall s, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['dasar', 'data', 'organisasi', 'sehat', 'dunia', 'who', 'indonesia', 'negara', 'milik', 'tingkat', 'mati', 'empat', 'tinggi', 'dunia', 'sebab', 'diabetes', 'mellitus', 'diabetes', 'mellitusmerupakan', 'sakit', 'milik', 'gejala', 'wajib', 'waspada', 'banyak', 'hamil', 'konsentrasi', 'glukosa', 'banyak', 'fitur', 'timbul', 'salah', 'satu', 'proses', 'diagnosa', 'seleksi', 'fitur', 'relevan', 'kurang', 'proses', 'diagnosa', 'seleksi', 'fitur', 'f', 'score', 'kurang', 'gejala', 'relevan', 'mendiagnosa', 'efektif', 'akurasi', 'seleksi', 'fitur', 'klasifikasi', 'sakit', 'pasien', 'positif', 'diabetes', 'mellitus', 'negatif', 'diabetes', 'mellitus', 'algoritma', 'c', 'algoritma', 'machine', 'learning', 'klasifikasi', 'sakit', 'temu', 'pola', 'data', 'tuju', 'teliti', 'ukur', 'nilai', 'akurasi', 'hasil', 'klasifikasi', 'diabetes', 'algoritma', 'c', 'seleksi', 'fitur', 'seleksi', 'fitur', 'akurasi', 'metode', 'seleksi', 'fitur', 'f', 'score', 'algoritma', 'c', 'data', 'training', 'hasil', 'nilai', 'akurasi', 'precision', 'recall', 's']"
PENERAPAN METODE FORWARD CHAINING UNTUK DIAGNOSIS PENYAKIT KULIT PADA KUCING,Danu Kusumo,"Mula'ab, S.Si., M.Kom.","Eza Rahmanita, S.T. M.T.",abstrak sakit derita kucing salah satu sakit kulit mycosis otitis eksterna infeksi ekooparasit tungau notoedress spp scabies infeksi ekoparasit tungau demodex spp dermatitis alergi acne komedo sakit jumpa cinta kucing kucing sayang kurang paham sakit kulit kucing rendah masyarakat andal ahli pakar langsung biaya keluar murah keberdaan dokter hewan relative masa bangun sistem pakar diagnosa sakit kucing metode forward chaining sistem pakar sistem usaha adopsi tahu manusia komputer komputer selesai ahli forward chaining teknik cari muai fakta fakta tahu harap teliti mudah masyarakat tenteng diagnosa sakit kulit kucing teliti akurasi metode forward chaining kunci sakit kulit kucing forward chaining sistem pakar, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['abstrak', 'sakit', 'derita', 'kucing', 'salah', 'satu', 'sakit', 'kulit', 'mycosis', 'otitis', 'eksterna', 'infeksi', 'ekooparasit', 'tungau', 'notoedress', 'spp', 'scabies', 'infeksi', 'ekoparasit', 'tungau', 'demodex', 'spp', 'dermatitis', 'alergi', 'acne', 'komedo', 'sakit', 'jumpa', 'cinta', 'kucing', 'kucing', 'sayang', 'kurang', 'paham', 'sakit', 'kulit', 'kucing', 'rendah', 'masyarakat', 'andal', 'ahli', 'pakar', 'langsung', 'biaya', 'keluar', 'murah', 'keberdaan', 'dokter', 'hewan', 'relative', 'masa', 'bangun', 'sistem', 'pakar', 'diagnosa', 'sakit', 'kucing', 'metode', 'forward', 'chaining', 'sistem', 'pakar', 'sistem', 'usaha', 'adopsi', 'tahu', 'manusia', 'komputer', 'komputer', 'selesai', 'ahli', 'forward', 'chaining', 'teknik', 'cari', 'muai', 'fakta', 'fakta', 'tahu', 'harap', 'teliti', 'mudah', 'masyarakat', 'tenteng', 'diagnosa', 'sakit', 'kulit', 'kucing', 'teliti', 'akurasi', 'metode', 'forward', 'chaining', 'kunci', 'sakit', 'kulit', 'kucing', 'forward', 'chaining', 'sistem', 'pakar']"
